ID;MeetingDate;TaskID;Priority;TaskTopic;TaskDescription;Participants;FollowUp;ResponsibleDepartment;ResponsibleStaffMember;Beginning;ExpectedTermination;Status;StatusText;CurrentUser
184;2014-06-10 00:00:00.000;1;B;"Compliance
Mr. Gilhaus";"
Info
The Bundesbank has finally agreed to new SILOS (separate Borrower’s Units) for the large loan reporting of ICBC and ABC.
Until further notice, the treasury can lend money market transactions within 100% of our dotation capital -  up to 9o days. Loans exceeding 90 days are limited within the 25% of capital.
Scheme:
Over 90 days: maximum 25%
Until 90 days: remaining 75%-100%.

§13 report for the first quarter 2014 must be reported to Deutsche Bundesbank before the end of June. This report must be done manually.

FATCA
We have 2 customer accounts with American Shareholders. It will be decided by GM, wether we close the accounts or make the report to german finance minister.
The 2 customers are
                       IEA International Trading GmbH
                       Hay Holding GmbH & Co. KG
";"Biao Li
Wolfgang Breunig
Ping Li
Wolfgang Gilhaus
Joachim Ott
Xiaodong Wang
Dong Fu
Jin Wang
Weihua Lv
Maoyuan Yu";"+++ Update from zhi on 26.06.2014 09:06:23 +++ 
§13 report is sent out to Bundesbank on 25.06.2014.";Compliance and accounting dept;Mr. Gilhaus Mr. Breunig Mrs. Becker;2014-06-10 00:00:00.000;2014-06-30 00:00:00.000;CLOSED;TASK CLOSED from zhi on 26.06.2014 09:06:25;NULL
185;2014-06-10 00:00:00.000;1;I;"Foreign dept
mr. Ott";"
Info
Since the Deutsche Bundesbank decided to decrease the interest rate again to -0,10% for our deposits with it. We need to cut the interest rate of our customer from 0,02% to 0.

FX deals with CCB mainland branches are booked by Foreign dept that was challenged by our Head Office auditors during their auditing this year. Such booking will be transfered to Treasury dept. Treasury dept is still working on the testing in our system.";NULL;NULL;Foreign Dept.;Foreign dept;2014-06-10 00:00:00.000;2014-06-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.06.2014 09:52:08;NULL
186;2014-06-10 00:00:00.000;2;I;"Accounting dept
Mr. Breunig";"
Info
The annual report carried out by PWC is finished. One report must be sent to BaFin. 

The accounting dept will try their best to take over the §13 and 14 reports with the help of Mr. Gilhaus";NULL;NULL;Accounting dept;Mr. Breunig;2014-06-10 00:00:00.000;2014-06-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.06.2014 09:54:41;NULL
187;2014-06-10 00:00:00.000;3;B;"Marketing II
Mr. Fu Dong";"
The agreement with Deutsche Bank Hong Kong is shared to related departments to get suggestions. Mr. Fu asked for the response from our colleagues.
Deutsche Bank Hong Kong provides us USD 500 mil limit to do the sold assets business with us. This is a great chance to increase our assets and fulfill our budget.";NULL;"+++ Update from zhi on 13.06.2014 17:29:52 +++ 
Mr. Gilhaus has already provided his suggestion. The Marketing II dept will begin the sold forfaiting with Deutsche Bank Singapore soon.";Marketing II;Mr. Fu Dong;2014-06-10 00:00:00.000;2014-06-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 13.06.2014 17:29:55;NULL
188;2014-06-10 00:00:00.000;2;I;"Risk Management
Mr. Nieli";"
Info
Annual report carried out by PWC is finished. Later we have to translate the main part to HO internal control and compliance department.

Update of internal desk instruction, Manual and guideline will be updated again by all departments. This will be led by Risk Management department.

About FATCA our Head Office will registrate after China get agreement with the USA, HO will registrate for our branch too


";NULL;NULL;Risk Management dept;Mr. Wang;2014-06-10 00:00:00.000;2014-06-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 11.06.2014 14:01:17;NULL
189;2014-06-10 00:00:00.000;3;I;"Treasury Dept.
Mr. Lv";"
Info
Since Deutsche Bundesbank cut the intererst rate to -0,10% for our EUR deposits, Head Office is trying to make some measurement to avoid interest payment to Bundesbank.
Head Office plans to seperate two parts of their EUR Clearing funds with us. One part is like now as normal liquidity funds. Another could be invested to the German governments Bonds. In emergency of liquidity, we could do the repo business with other banks.
Since the repo is new business for us, we must set up the related accounting model in our system. 
";NULL;NULL;Treasury dept;Mr. Lv;2014-06-10 00:00:00.000;2014-06-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.06.2014 09:47:18;NULL
190;2014-06-10 00:00:00.000;4;A;"EDV
Mr. Yu
";"
About our new term deposit with CCB Shanghai, the booking was correct booked, but not shown in related tables in ODAS.
CCB HongKong  support center will modify the ODAS programm, firstly they did a favor to modify the old ODSB reports’ specifications for our branch. Now we need to confirm the modification by treasury dept. risk dept and accounting dept. Meanwhile we have to issue one OA application to HO and ask for further approval. The next system update will be in the middle of July.
Treasury dept has already confirmed.
 ";NULL;"+++ Update from zhi on 11.06.2014 14:57:55 +++ 
Risk dept. confirmed the modification on 11.06.2014.

+++ Update from zhi on 12.06.2014 10:01:47 +++ 
The accounting dept confirmed the modification.";EDV;Mr. Yu;2014-06-10 00:00:00.000;2014-06-13 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.06.2014 10:01:51;NULL
191;2014-06-10 00:00:00.000;5;I;"General Management
Mr. Li";"
Info
According to Power of Attorney, the large loan is limited to EUR17 mil. We must pay more attention to that limit which is not equal to our Large loan limit of Banking Act. 

	                      better than A3/A-	A3/A- -----Baa3/BBB-                    others
With collateral	     USD 40 mil	  USD 35 mil	                USD 24 mil
Without collateral	     USD 40 mil                  USD 23 mil	                USD 18 mil

According to instruction of Head Office, our business zone will be only in Germany.
";NULL;NULL;General Management;All;2014-06-10 00:00:00.000;2014-06-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 11.06.2014 15:21:17;NULL
192;2014-06-16 00:00:00.000;1;I;"Compliance
Mr. Gilhaus";"
Info
We got two SSD invitation letters:
--------W. CLASSEN GmbH and Co KG from Norddeutschen Landesbank,  3-7 years 180-280 bps
              Since we never do any business with Norddeutschen Landesbank, and also the company is not a technic engaged, we will not consider it.
--------Vopestalpine AG from Bayern Landesbank, 5-7 years 105-145 bps
             Although the company is quite good, but we do not have the country limit for Austria. We could not do the business.";"Biao Li
Bo Xiong
Wolfgang Gilhaus
Wolfgang Breunig
Xiaodong Wang
Jing Wang
Ping Li
Dong Fu
Maoyuan Yu
Paolo Nieli
Ran Zhi
";NULL;Compliance;Mr. Gilhaus;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 11:12:56;NULL
193;2014-06-16 00:00:00.000;2;I;"Accounting dept
Mr. Breunig";"
Info
Sold assets--forfaiting
Mr. Breunig will contact KPMG to ask, if we really need new product type for such business Sold Forfaiting.

The accounting dept, EDV and CCB Hongkong support center will have a meeting at 11 o'clock to discuss the large loans report. Mr. Breunig will ask for one testing environment to do the reports §13 and §14.";NULL;NULL;Accounting dept;Mr. Breunig;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 15:37:52;NULL
194;2014-06-16 00:00:00.000;3;I;"Treasury dept
Mr. Xiaodong Wang";"
Info
1. Our Head Office will provide USD 1 bn  within one monthrefinance limit to us. The Treasury dept will plan to get USD 400 mil borrowing and place to CCB NY. We could get 0,05% interest gap through these tractions.

2. EURO clearing funds of Head Office
Head Office will place EUR 500 mil as relative stable funds with us. According to the requirment of HO and in order to avoid paying punish interest to Deutsche Bundesbank, treasury dept will purchase German bonds with this EUR 500 mil and place the bonds with Bundesbank. If our Head Office needs the liquidity, we will get the overdraft funds per overnight from Bundesbank as we pledge our bonds with Bundesbank. The overdraft interest rate is 0.4%. Now the booking procedure must be defined and discussed internally, then treasury will do the test firstly.

3. Visiting VW
Mr. Xiaodong Wang discussed with VW about the EURO term deposit and FX business. He also made 3 parties telefone conference with VW and CCB Luxemburg to discuss new transaction model. e.g. VW place the term deposit with CCB Luxemburg and CCB Luxemburg will place the half of the funds with us. This will bring us more liability surplus.
    ";NULL;NULL;Treasury dept;Mr. Wang;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 13:51:34;NULL
195;2014-06-16 00:00:00.000;4;I;"Risk Management
Mr. Nieli and Mr. Wang";"
Info
We received the audit report draft from Head Office last week. The feed back must be gaven within this week.

The main findings in the audit report from PWC will be translated by Mr. Nieli in English and reported to Head Office within this week.

Risk department is working on updating our internal policies.
 ";NULL;NULL;Risk Management;Mr. Wang;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 14:09:21;NULL
196;2014-06-16 00:00:00.000;5;I;"Credit Administration
Mrs. Li
";"
Info
This week the credit administration dept will finish the SSD contract of JF Hillenbrand and the billiteral loan contract of NBHX.

The credit administration dept is working on two new credits (billateral loan to domestic customer with internal guarantee). They will be finished within this month. 

Lot of credit reviews have to be finished before August. The credit dept will try to finish them before the next internal audit coming.

They are also working on the rating of some German banks according to requirement from HO.";NULL;NULL;Credit Administration;Mrs. Li;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 14:41:09;NULL
197;2014-06-16 00:00:00.000;6;I;"Marketing II
Mr. Dong Fu
";"
Info
Marketing II will begin the sold forfaiting business with Deutsche Bank Singapore. First business will come from CCB Shenzhen and for one year. The gain gap of this business will be 50 bps.

Prologation of KSM credit
Mr. Gilhaus will contact KSM Germany and ask why the company has big loss last year. Meanwhile the cash pfledge must be reorganised again.

Last week Mr. Ott visited VW and heard some claims about collection payment delay from our CCB Jilin. Mr. Dong Fu will contact CCB Jilin and ask for the further action.

";NULL;NULL;Marketing II;Mr. Dong Fu;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 15:05:13;NULL
198;2014-06-16 00:00:00.000;7;I;"EDV
Mr. Yu
";"
Info
Mr. Yu is working on OA application for changes in ODAS and OPICS.

Opics new version is availabe. The accounting dept, treasury dept and clearing dept will be involved in the new version testing. We have to provide test cases to OPICS project team before 09.07.2014.

EAEG reports
Mr. Yu issued one EAEG report manually. It is very difficult to produce such report either manually or automatically. Mr. Papas has begun to issue one programme for this report. It needs some time.
";;NULL;EDV;Mr. Yu;2014-06-16 00:00:00.000;2014-06-17 00:00:00.000;CLOSED;TASK CLOSED from zhi on 16.06.2014 15:30:56;NULL
199;2014-06-24 00:00:00.000;1;I;Management Committee Meeting 24.06.2014;"Breunig Accounting

Accounting is still struggeling with HK concerning the new reporting tool. At the moment Accouning Department uses the test environment in  order to accomplish the reportings. Deadline for the first reporting is the 30.6.2014.
We are facing a lot of work concerning the new reporting. We need the support from HK because the interface files are wrong.

Gilhaus Compliance 
A syndicated loan located in Africa was offered to us. Unfortunaetely, we do not have any country limits for Africa. Therefore, it is not possible for us to engage. Maybe we should inform CCB Johannesburg.

Jin Wang Risk Management
Together with Mrs. hein we reorganize our Orga Chart System. A lot of H.O. Documents have to be implemented.

Fu Dong Credit Marketing II
Mr Fu Dong presented a schedule in which the actual budget status  is described. At the moment  it is very hard to fulfill the H.O. budget. Especially, on the asset side the difference is very high.
In the second half of 2014 we have to be careful in choosing new FRP and ""authorized payments"" . The risk classification of those loans could have a big impact on our risk bearing capacity.

Yu EDP
Still waiting for ODAS B/C. Maybe in July they are able to provide a solution. At the moment our 10 reportings are not working properly, especially the Riskmanagement reporting tools  (i.e. interest rate risk)

Only slow progress in the  EAEG report. Mr Papas is in charge. We have to add more fields in our system in order to fulfill the regulation.

Real time Obligo is still a problem. Without ODAS B/C we are not able to survey the Obligo on daily basis.

Next weekend H.O. will release a new Online Banking tool.

Wang, X. Treasury

negative Buba interest -0,1. 
Taken measures:
Purchase of German government Bonds
- deposit to Buba
- in case of emergency we can get funds from BuBa
- only overnight business

- arrange an appointment with CFO of BMW concerning new business transactions.

Bo Xiong
- Profitability is also a target not only the asset increase
- New audit from the Internal Control Department will be announced for CCB Frankfurt Branch (pilot project in july and august)

Biao Li
Mr. Biao Li informed us of the high level meeting with Bosch VW and Daimler. In future we should intensify contacting important german companies.
The comparison of the branches shows negative key figures of CCbB Frankfurt in relation to other branches. Only sharp increase.


 ";"Biao Li
Sternheimer
Xiong
Nieli
Yu
Jin Wang
Wang, X.
Lv
Ping li
Breunig
Gilhaus
Fu Dong";NULL;All;All;2014-06-24 00:00:00.000;2014-06-30 00:00:00.000;STILL PENDING;NULL;NULL
200;2014-06-30 00:00:00.000;1;I;Management Committe Meeting 30.06.2014;"Gilhaus
From tomorrow on FATCA is obligated. H.O. already registered in IRS.

Breunig
The reporting item suceeded with the new consultant. We should insist in working together with the new BSm consultant. The performance of the other consultant was not acceptable.
The first quarter was sucessfully sent to BuBa. Now we are concentration in the 2nd quarter reporting.

At the moment we are under 20% of the budget!

Next project is the reporting of the realized and unrealized figures in our booking system on a monthly or quarterly basis.

Ott
VW is not satisfied. There are still to many outstandings. They insist in paying all outstandings collections within 3 weeks. At the moment we recevied nearly 5-6 reminders. CCB Jilin is in charge to solve this item. Maybe they have to change their settlement struture. There are no problems with ICBC and BOC. Please see also the excel documentation of Mr. Ott for the collection outstandings.

Facta is implemented in account opening froms of bankenverlag.

Fu Dong
The sold factoring is still pending. Next monday, we will be visited by DB Hong Kong.

Lv
This week we will purchase another german government bond for available for sale. The maturity date is June 2016.

Ping Li
She asks Fu Dong about the KSm cash pledge. Fu Dong replies that CCB mainland Branch is still working on it.

Wang, Jin
Last week HO registered in IRS concerning FATCA reporting. 
PWC auditors report was forwarded to HO
We are up to prepare the half year reporting and the asset classification has to be completed.

Yu
In the area of EAEG reporting we made big progresses. Mr Papas is in charge in writing the new EAEG format.
OPICS and ODAS B/C still in process. The solution will be expected in september.
ODAS B report still problems with the RMB Bond Booking on the asset side. The daily emails are not correct. they have to be adjusted manually.

Nieli
The Risk controlling key figures show a quiet comfortable situation.
We are up to prepare the 2nd quarter risk report. we have to add the issue with the outstandings of VW in the risk report as a reputational risk. 
Still working on the risk inventory with kpmg. Kpmg has to provide the granularity approach.
Telephone call with Mrs. Mohn. She asked for the capital injection. I replied to her that it is not in our hand. But I  highlighted that we are not depending on the capital injection. Our capital is strong enough to cover all risk.

Sternheimer
The risk inventory has to be completed very soon.
Mr. Sternheimer informed us that he also received a call from Mrs. Mohn concerning the capital injection.
Liability surplus problem. The time lacks could cause problems that the passive liability surplus could turn on the active side. At the moment we have a moderate relation with Bafin and BuBa. We should not endanger the actual situation. We have to take measures in order to avoid such a scenario (Maybe with the help from CCB New York or CCB Luxemburg)

Biao Li
Restructure of the Departments
Beginning from 1st of July 2014 Mrs. Fasanella will be in the AML Department
Mrs. Zhang Li will join us again but now in the payment/clearing
Mrs. Baeseler will be resposible for the due diligences in credit marketing I

In the second half of the year 2014 we have to accomplish the budgets. This means a lot of work. We have to prepare the half year analysis. Accounting and Risk management are in charge.

  


 ";"Biao Li
Sternheimer
Xiong
Nieli
Yu
Jin Wang
Lv
Fu Dong
Breunig
Gilhaus
Ping Li
Yu";NULL;all;all;2014-06-30 00:00:00.000;2014-07-01 00:00:00.000;STILL PENDING;NULL;NULL
201;2014-07-07 00:00:00.000;1;I;"Accounting department
Mr. Breunig";"
Info
1. Silo
According to the memo from Mr. Gilhaus on 04.07.2014, Bundesbank has withdrawn ICBC and ABC from the SILO list (separated Borrower’s units within PRC). They now belong once again to the Borrower’s Unit PRC since 13.06.2014. As of 30.06.2014 (reporting date for million and large loans), the outstanding of both ABC and ICBC amounts to a total of € 111.6 mil which results in a large loan overdraft of € 37.8 mil.
This large loan overdraft did not result of violation of the large loan rules, but because of the sudden cancellation of the SILOs through the Central Bank.

Mr. Breunig will ask for the opinion of our consultant KPMG.
Mr. Sternheimer said, that a letter to Bundesbank to explain our passive violation about this matter is in preparing. 

2. Budget
Mr. Breunig issued a column chart to show us our budget fulfillment till the end of June. From the P/L side, we are on track to meet our budget till the end of 2014, if the business develops well like now.
From the balance side, we need to think about how we can meet our budget.
";NULL;NULL;Accounting dept;Breunig;2014-07-07 00:00:00.000;2014-07-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.07.2014 15:48:03;NULL
202;2014-07-07 00:00:00.000;2;I;"Foreign Department
Mr. Ott
Mr. Dong Fu
";"
Info
CCB Jilin confirmed that they will pay back the collection  of VW for amuont UER100 mil till the end of July.

Our bank will open accounts for some local customers for future forfaiting business. This will increase our trade finance business and bring us some provision incoming.

The marketing I and treasury departments will have a meeting with Deutsche Bank Hongkong this afternoon. to dicscuss with them about the sold forfaiting and prefinancing business. 

Last week we issued a L/C for our customer---Frankfurt Solar engergy. The customer provided 100% cash pledge for the application of the L/C. For such business with 100% cash pledge, it is necessary to improve our processing. Mr. Sternheimer suggested that we could use the email reply circle to give the approval of such credit application. 
";NULL;NULL;"Foreign department
Marketing I";"Mr. Ott
Mr. Dong Fu";2014-07-07 00:00:00.000;2014-07-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.07.2014 16:08:10;NULL
203;2014-07-07 00:00:00.000;3;I;"Risk Department 
Mr. Wang";"
Info
The quarterly assets risk classification is begining. The foreign department and  treasury department finished their classification and already transfered to the risk department. The risk department is still waiting for the feedback from Credit department and accounting department.

The risk department is working on the new job description version.
";NULL;NULL;Risk Management;Mr. Wang;2014-07-07 00:00:00.000;2014-07-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.07.2014 16:17:21;NULL
204;2014-07-07 00:00:00.000;4;I;"EDP
Mr. Yu
";"
Info
The OA report is already finished and sent out to HO, which includes the programme update of Securities issuing, Time deposits and REPO.
For the time deposits we have already confirmed and modified the requiements to CCB Hongkong support center. For REPO the related deparments have to modify some requirments and send to Mr. Maoyuan Yu.


";NULL;"+++ Update from zhi on 07.07.2014 16:36:14 +++ 
Risk Department modified the requirement of ODASB with the support of Mr. Maoyuan YU.";EDP;Mr. Yu;2014-07-07 00:00:00.000;2014-07-15 00:00:00.000;STILL PENDING;NULL;NULL
205;2014-07-14 00:00:00.000;1;I;"Compliance
Mr. Gilhaus";"Info
Mr. Gilhaus has reviewed the contract of Standard Chartered Bank with which we would like to do the sold assets business. He thought that there is one problem with the term of recall, which must be discussed internallly and modified eventually. He will discuss it with Mr. Sternheimer.

§13 report for second quarter is almost finished.";"Biao Li
Bo Xiong
Wolfgang Gilhaus
Ping Li
Joachim Ott
Wolfgang Breunig
Jin Wang
Fantao Fu
Weihua Lv
Maoyuan Yu
Paolo Nieli
Ran Zhi";NULL;Compliance;Mr. Gilhaus;2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.07.2014 14:14:06;NULL
206;2014-07-14 00:00:00.000;2;I;"Credit Administration Department
Mrs. Li";"
Info
We received 2 SSD invitations. But the SSD debtors are not so famous and the term is for 4 years which is not prefered by our Head Office.
Recently there are limited SSD offered by banks. SSD issued by turkish banks or russian banks could not be considered

When the Treasury dept does new business with foreign financial institutions, they must inform credit department, because they must issue the credit application for large loan report to the Bundesbank.
";NULL;NULL;Credit Administration dep;Mrs. Li;2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.07.2014 14:23:19;NULL
207;2014-07-14 00:00:00.000;3;I;"Foreign Department
Mr. Ott";"
The foreign department is reviewing the working process and their desk instruction. They will try to finish the review before the end of July.

VW unpaid collection
Last we got payment from CCB Jilin. Hopefully all the payment could be done within next 2 or 3 weeks.

Trade limits for some Chinese banks
Because of the demands of local customers, the foreign department needs more trade limit for some chinese banks. The Treasury department and foreign department must cooperate with each other and communicate tightly about the limit utilization.";NULL;NULL;Foreign department;Mr. Ott;2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.07.2014 16:37:06;NULL
208;2014-07-14 00:00:00.000;4;I;"Accounting department
Mr. Breunig";"
Info
cost about the customer deposit

	                                                         	                                                                                                                                                                                                                      Percentage      Amount EUR
""Entschädigungseinrichtung Deutscher Banken/Mandatory (legal) Indemnisation Fund
(100% belonging to """"Bundesverband Deutscher Banken"""")""   0,016%	            38.177
			
Einlagensicherung/Voluntary (optional) German Protection Fund	                                                                                                                                                            0,030%	            71.250
	                                                                                                                                                                                                                                                                                            0,046%	          109.427
FMSA Bankenabgabe/Restructuring Fund	Total Balance Sheet - Customer Deposits - Capital -allowance of 300 MioEUR	                                                  0,020%          225.648	










";NULL;NULL;Accounting department;Mr. Breunig;2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 15.07.2014 08:58:06;NULL
209;2014-07-14 00:00:00.000;5;I;"Risk Management department
Mr. Nieli and Mr. Wang";"
Info
The update of internal regulation will be done before 15.09.2014.

Recently we received many instructions from Head Office which focused more on the treasury business.
We can see that Head Office will pay more attention to the Market Price Risk. 

Our risk key figures keep  in good position.";NULL;NULL;Risk Management;Mr. Wang;2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.07.2014 17:09:00;NULL
210;2014-07-14 00:00:00.000;6;I;"EDP
Mr. Yu
";"
Info
The programme update for ODASB about our 3 new products (Security, Time Deposit and Repo) will be done untill September 2014.

Onlinebanking test is finished, EDV is working on the test report.

New Opics test will be started in next week.

EAEG report is almost finished. EDP is not sure about the format of such report. We have to ask for the verification. This will cost EUR 3,500 which should be decided by GM.";NULL;NULL;EDP;Mr. YU;2014-07-14 00:00:00.000;2014-07-18 00:00:00.000;STILL PENDING;NULL;NULL
211;2014-07-14 00:00:00.000;7;I;"Marketing II
Mr. Fantao Fu";"
Info
Now we have more and more pressure from Liability surplus.

For the new loan to Ningbo Huaxiang we will get the Guarantee from CCB Ningbo within this week.";NULL;NULL;Marketing II;" Mr. Fantao Fu";2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.07.2014 17:18:31;NULL
212;2014-07-14 00:00:00.000;8;I;"General Management
Mr. Li";"
To fulfill our budget, we must increase our credit portfolio, but under considering our CAR and Risk bearing capacity.
New product must be considered.

Compared to other chinese banks, our local customers are very limited. We must do something.

We will start our business analysis on the quarterly basis from second quarter 2014.";NULL;NULL;GM;all;2014-07-14 00:00:00.000;2014-07-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.07.2014 17:24:51;NULL
214;2014-07-21 00:00:00.000;1;INFO;INFO;"Compliance 
Mr. Gilhaus
We got 2 SSD invitations
1.
2.


ABC and ICBC are seperated again according to the BaFin letter. But we must still wait for the decision of European banking authorisation. Then we can start normal business with these two banks.


Accounting department
Mr. Breunig
The accounting department will make reconciliation among the balance 1, balance 2 and trial balance.
The legal reports SolvV ,LV1 and LCR and so on will be sent out within this week.


Credit Administration
Mrs. Li
We will pay out the new loan EUR 5 mil to NBHX (billiateral loan approved by CC) this week.


Treasury department
Mr. Wang
Head Office approved new MM limit to us for USD240 mil within one month. We will take it for improve our liquidity situation.
VW will finish the contract with CCB Luxemburg. If they finish with the contract, we could get the VW deposit through CCB Luxemburg. This will also improve our liquidity ratio an our obligor pressure.
We applied the CNY account opening with CCB mainland branches to Head Office, to find more CNY placement.
According to the new instruction of Head Office, we are in the process of many business rules, e.g. re-authorisation of Power of Attorney; counterparty regulation; dealer regulation. They will review their internal policies and finish it till August.        


Foreign department
Mr. Ott
VW is still waiting for the repayment from CCB Jilin. We hope that they will do the payment with big amount within this week. otherwise the VW will be disappointed. and maybe they will begin the next action against CCB. 82 Mil. € are still open.


Risk department
Mr. Wang
Last week we received two audit reports from Head Office and Bundesbank. The audit report from Bundesbank will be briefly translated and sent to Head office.
As requirement of Treasury department and Foreign department, we will apply many limits of foreign financial institutions. THese application must be issued by OA.
Mr. Nieli
He will prepare the TODOLIST according to the audit report of Bundesbank. It is better that we send the improvement report to BaFin before we get theleeter from fBaFin.


Marketing I
Mr. Fantao Fu
He reminded that we review the contracts with Standard Chartered bank and Commerzbank, in order to do the sold assets business with them.


EDP
Mr. Maoyuan Yu
He said that we can do the testing in OPICS.
Hardware update will cost about TEUR110 according to the quotation provided by HP.



       


                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"Biao Li
Karl Sternheimer
Wolfgang Gilhaus
Wolfgang Breunig
Ping Li
Xiaodong Wang
Jin Wang
Fantao Fu
Weihua Lv
Maoyuan Yu
Paolo Nieli
Ran Zhi";NULL;;;NULL;NULL;NULL;NULL;NULL
216;2014-07-21 00:00:00.000;2;B;FATCA;"Last time we checked the customer accounts, Mr. Gilhaus found two customers with American shareholders. We must decide wether we keep the two accounts or close them. 
Mr. Sternheimer said, if these two accounts are not important for us, we should decide to close  them to avoid complicated reports about FATCA. We must do the next step tot contact the customers and tell them our decision.";;NULL;Compliance and Foreign department;Mr. Gilhaus, Mr. Ott;2014-07-21 00:00:00.000;2014-07-25 00:00:00.000;NULL;NULL;NULL
218;2014-07-28 00:00:00.000;1;INFO;MCM 28.7.2014;"Breunig - Accounting department
Reatined eranings could be calculated as capital

Lv, Wang, X. - Treasury Department
Open new treasury accounts with Xiamen

Cooperation with Korean Exchange Bank. Korean Exchage Bank wants to open a CNH Account for their customer ""Samsung"" (Account Holder is Korean Exchange Bank). We will open a CNH account in CCB London


Ott - Foreign Department
Mr. Fu Dong was in China. He negotiated with CCB Jilin Branch concerning VW trade business. The outstanding payments 
New clients:
Sun Soar
Brewery Zoller Hof
NBHX

Fu Dong - Foreign Deaprtment
Standard Chartered Bank sold asset contract should be reviewed just in time
Offer: Loan against guarantee  for 3y 4% => Rating 5 BB-
Investment amount of 750 Mil CNY is planned for the asset increase. The Deposits in CCB Shanghai will be matured at the 29.8.2014. In 09/14 100 Mil. CNY will be deposited in CCB Shanghai again.
New Customer ""Ziegler""
Invitation of the Bayer Bank
KSM is still open issue. CCB Hebei, result still waiting. 80 Mil € for 3 years, waiting for rating

Gilhaus - Compliance
Appointment with Coba concerning SSD and sold assets will be held on the 6.8.2014

Jin Wang - Riskmanagement
Follow-up of the findings in the H.O. report was already sent to chinese colleagues.
Orga Chart organisation is still in progress

Ping Li - Credit Deaprtment
New ratings has to be executed. 35 finished, 15 are still open. The reviews have to be finished until end of august 2014.

Yu - EDP Department
Together with Mr. Papas the EDP Deaprtment has to implement the new target 2 directory 

Nieli- Riskmanagement
Presentation of the actual risk controlling key figures. Comfortable situation

 
";"Bo Xiong
Sternheimer
Nieli
Breunig
Lv
Fu Dong
Ping Li
Wang Jin
Wang, X.
Yu
";;All;All;2014-07-28 00:00:00.000;2014-07-29 00:00:00.000;NULL;NULL;NULL
